College Code,College Name,District,Type,EIIN,Address
315,GOVT. SUNDARBAN ADARSHA COLLEGE,KHULNA,Govt.,117167,KHAN JAHAN ALI ROAD
316,GOVT. M. M. CITY COLLEGE,KHULNA,Govt.,117170,"300, KHAN JAHAN ALI ROAD"
317,SHAHID SUHRAWARDI COLLEGE,KHULNA,Non Govt.,117426,"28, sscollege road, BANORGATI BAZAR"
318,RUPSHA COLLEGE,KHULNA,Non Govt.,117391,RUPSHA EAST
319,PIONEER GOVERNMENT MAHILA COLLEGE,KHULNA,Govt.,117166,SOUTH CENTRAL ROAD
320,HAJI ABDUL MALEK ISLAMIA COLLEGE,KHULNA,Non Govt.,117168,SHIPYARD
321,GOVT. HAJI MD. MOHSIN COLLEGE,KHULNA,Govt.,117109,HAUGING ESTATE
322,GOVT. B. L. COLLEGE,KHULNA,Govt.,116954,KHULNA
323,MOHSIN MAHILA COLLEGE,KHULNA,Non Govt.,116955,DAULATPUR
324,DAULATPUR DAY/NIGHT COLLEGE,KHULNA,Non Govt.,116953,"PABLA, DAULATPUR"
325,BAJUA SURENDRANATH COLLEGE,KHULNA,Non Govt.,116923,"BAJUA, BAJUA"
326,GOVT. M. A. MAJID COLLEGE,KHULNA,Govt.,117079,"DIGHOLIA,"
327,GOVT. NORTH KHULNA COLLEGE,KHULNA,Govt.,117461,TEROKHADA
328,DUMURIA COLLEGE,KHULNA,Non Govt.,117052,DUMURIA
329,GOVT. BATIAGHATA DEGREE COLLEGE,KHULNA,Govt.,116865,BATIAGHATA
330,GOVT. SHAHPUR MADHUGRAM COLLEGE,KHULNA,Govt.,117055,SHAHPUR
331,FULTALA M. M. COLLEGE,KHULNA,Non Govt.,117355,FULTALA
332,PAIKGACHA GOVT. COLLEGE,KHULNA,Govt.,117323,"PAIKGACHA, PAIKGACHA"
333,KAPILMUNI COLLEGE,KHULNA,Non Govt.,117322,KAPILMUNI
334,GOVT. BANGABANDHU COLLEGE,KHULNA,Govt.,117393,"AICHGATI, BELFULIA"
335,ALHAJ SARWAR KHAN COLLEGE,KHULNA,Non Govt.,117080,"SENHATI, DIGHOLIA"
336,SABURANNESA MAHILA COLLEGE,KHULNA,Non Govt.,117169,"23/1, GAGAN BABU ROAD"
337,FASIAR RAHMAN MAHILA COLLEGE,KHULNA,Non Govt.,117321,"SARAL, PAIKGACHA, PAIKGACHA"
338,KHAN SHAHEB KOMORUDDIN COLLEGE,KHULNA,Non Govt.,117241,"JAIGIRMOHAL, AMADI, KOYRA"
339,SHAHID SMRITI MAHILA COLLEGE,KHULNA,Non Govt.,117054,DUMURIA
340,GOVT. PHULTALA MAHILA COLLEGE,KHULNA,Govt.,117356,"ALKA, PHULTALA"
341,KHULNA ISLAMIA COLLEGE,KHULNA,Non Govt.,117430,BOYRA GPO
342,KHANJAHAN ALI ADARSHA COLLEGE,KHULNA,Non Govt.,117128,SHIROMONI INDUSTRIAL AREA
343,"INSTITUTE OF LIBRARY, ARTS, COMMERCE & SCIENCE (ILACS)",KHULNA,Non Govt.,,"5/1, Korpara Road, Tutpara"
344,KHULNA COLLEGE,KHULNA,Non Govt.,117428,KHANJAHAN NOGOR
345,MOULANA BHASHANI MEMORIAL COLLEGE,KHULNA,Non Govt.,117056,"BANIAKHALI, SHARAFPUR,"
346,CITY GIRLS COLLEGE,KHULNA,Non Govt.,117431,75/2 HAZI ISMAIL ROAD
348,GOVT. L. B. K. DEGREE WOMEN'S COLLEGE,KHULNA,Govt.,116925,KHUTAKHALI BAJUA
349,SHAHEED AYUB & MUSA MEMORIAL (DEGREE) COLLEGE,KHULNA,Non Govt.,117320,GARAIKHALI
351,CITY LAW COLLEGE,KHULNA,Non Govt.,,"28, AHASAN AHAMED ROAD"
352,CENTRAL LAW COLLEGE,KHULNA,Non Govt.,,"7, BANE BABU ROAD"
353,GOVT. TEACHERS' TRAINING COLLEGE,KHULNA,Govt.,117135,"Khulna sadar, Khulna"
355,INSTITUTE OF EDUCATION LIBRARY AND MANAGEMENT (IELAM),KHULNA,Non Govt.,,BOYRA
358,SHAHID ABUL KASHEM COLLEGE,KHULNA,Non Govt.,116869,KAIYA BAZAR
359,CHALNA MOBARAK MEMORIAL COLLEGE,KHULNA,Non Govt.,116924,CHALNA BAZAR
360,AMIRUL ISLAM KAGOJI TEACHERS' TRAINING COLLEGE,KHULNA,Non Govt.,,"Paikgasa, Khulna"
361,POLLISREE DEGREE COLLEGE,KHULNA,Non Govt.,117050,MADARTALA
362,KAPOTAKSHMA COLLEGE,KHULNA,Non Govt.,117240,MADINABAD
363,CHALNA COLLEGE,KHULNA,Non Govt.,116928,CHALNA
364,CHUKNAGAR COLLEGE,KHULNA,Non Govt.,117053,CHUKNAGAR
365,HORIDHALI KAPILMUNI MOHILA COLLEGE,KHULNA,Non Govt.,117326,RAMCHANDRANAGOR
366,MAHESHWARPASHA SHAHID ZIA COLLEGE,KHULNA,Non Govt.,116952,"KUET, DAULATPUR"
367,CHITTRA MOHILA DEGREE COLLEGE,KHULNA,Non Govt.,117462,TEROKHADA
368,SYED ARSHAD ALI AND SABURUNNESSA GIRLS COLLEGE,KHULNA,Non Govt.,117392,KHULNA
1001,KUSHTIA GOVT. COLLEGE,KUSHTIA,Govt.,117808,KUSHTIA
1002,KUSHTIA ADARSHA DEGREE MAHABIDYALAYA,KUSHTIA,Non Govt.,117811,MILL PARA
1003,KUSHTIA GOVT. MAHILA COLLEGE,KUSHTIA,Govt.,117810,JILKHANA MORE
1004,KUSHTIA ISLAMIA COLLEGE,KUSHTIA,Non Govt.,117809,N. S ROAD KUSHTIA
1005,KUMARKHALI GOVT. COLLEGE,KUSHTIA,Govt.,117729,BATIKAMARA
1006,KHOKSHA GOVT. COLLEGE,KUSHTIA,Govt.,117652,"KHOKSHA, JANIPUR"
1007,SHOMSPUR ABU TALEB DEGREE COLLEGE,KUSHTIA,Non Govt.,117651,"SHOMOSPUR, KHOKSA"
1008,BHERAMARA GOVT. COLLEGE,KUSHTIA,Govt.,117497,"OLLEGE PARA,"
1009,BHERAMARA GOVT. MAHILA COLLEGE,KUSHTIA,Govt.,117499,BHERAMARA
1010,DAULATPUR COLLEGE,KUSHTIA,Non Govt.,117606,DAULATPUR
1011,PEOPLES COLLEGE,KUSHTIA,Non Govt.,117609,KHASH MATHURAPUR
1012,AMLA GOVT. DEGREE COLLEGE,KUSHTIA,Govt.,117897,"AMLA, MIRPUR"
1013,MIRPUR MAHAMUDA CHOWDHURY COLLEGE,KUSHTIA,Non Govt.,117895,MIRPUR
1014,BANSHGRAM ALAUDDIN AHMED COLLEGE,KUSHTIA,Non Govt.,132037,BANSHGRAM
1015,HALSA ADARSHA COLLEGE,KUSHTIA,Non Govt.,117898,HALSA BAZAR
1016,PHILIP NAGAR MARICHA COLLEGE,KUSHTIA,Non Govt.,117610,PHILIP NAGAR
1017,KHOLISHA KUNDI COLLEGE,KUSHTIA,Non Govt.,117602,"KHALISHAKUNDI, KHALISHAKUNDI"
1018,BHERAMARA ADARSHA COLLEGE,KUSHTIA,Non Govt.,117498,HOSPITAL ROAD
1019,KUMARKHALI ADARSHA MAHILA COLLEGE,KUSHTIA,Non Govt.,117728,KUMARKHALI
1020,NASIRUDDIN BISWAS MAHABIDDALAYA,KUSHTIA,Non Govt.,117608,BARAGANGDIA
1021,NURUZZAMAN BISWAS DEGREE COLLEGE,KUSHTIA,Non Govt.,117605,ALLARDARGA
1022,ALAUDDIN AHMED COLLEGE,KUSHTIA,Non Govt.,117726,"ALAUDDIN NAGOR, CHARAIKOLE"
1023,SHELAIDAH BISHWAKABI RABINDRANATH TAGORE COLLEGE,KUSHTIA,Non Govt.,117731,SHELAIDAH
1024,DR. MD. FAZLUL HAQUE GIRLS DEGREE COLLEGE,KUSHTIA,Non Govt.,117603,BAGOAN
1025,MIRPUR MOHILA DEGREE COLLEGE,KUSHTIA,Non Govt.,117894,"MIRPUR, KUSHTIA"
1026,KUSHTIA LAW COLLEGE,KUSHTIA,Non Govt.,133508,
1027,"ALLAUDDIN AHMED TEACHERS' TRAINING COLLEGE, KUMARKHALI",KUSHTIA,Non Govt.,133333,ALAUDDIN NAGAR
1028,B. J. M. COLLEGE,KUSHTIA,Non Govt.,117500,BAHADURPUR
1030,ALAUDDIN AHMMED PHYSICAL INSTITUTE,KUSHTIA,Non Govt.,133592,ALAUDDIN NAGAR
1032,AL-HAJ SAIDUR RAHMAN MONTU WOMEN COLLEGE,KUSHTIA,Non Govt.,117650,KHOKSA-JANIPUR
1033,SYED MAS-UD RAMY COLLEGE,KUSHTIA,Non Govt.,117816,BORO BAZAR
1034,PANTI MAHABIDDALOY,KUSHTIA,Non Govt.,117730,"PANTI, KUMARKHALI"
1035,COLLEGE OF BUSINESS ADMINISTRATION AND TECHNOLOGY,KUSHTIA,Non Govt.,,63/ r.r.c road
1036,KUSHTIA HAZI ABUL HOSSAIN INSTITUTE OF TECHNOLOGY,KUSHTIA,Non Govt.,,"Nobin Tower, Dadapur Road"
1037,MOHISHKUNDI COLLEGE,KUSHTIA,Non Govt.,117611,MOHISHKUNDI
1038,KHATER ALI DEGREE COLLEGE,KUSHTIA,Non Govt.,117812,LAXMIPUR
1039,PORADAH DEGREE COLLEGE,KUSHTIA,Non Govt.,117896,"PORADAH, MIRPUR"
1040,DHOKRAKOL DEGREE COLLEGE,KUSHTIA,Non Govt.,117649,MOHISHBATHAN
1041,SHAGAR KHALI ADARSHA COLLEGE,KUSHTIA,Non Govt.,,"Chitalia, Mirpur"
1042,DAULATPUR GIRLS COLLEGE,KUSHTIA,Non Govt.,117607,DAULATPUR
1043,GARAI MOHILA DEGREE COLLEGE,KUSHTIA,Non Govt.,117814,RAM CHANDRA ROY CHOWDHURY ROAD
701,GOVT. H. S. S. COLLEGE,MAGURA,Govt.,118003,"M. R. ROAD, MAGURA"
702,SREEPUR DEGREE COLLEGE,MAGURA,Govt.,118174,SREEPUR
703,AMINUR RAHMAN COLLEGE,MAGURA,Non Govt.,118064,MOHOMMADPUR
704,AMARESH BASU COLLEGE,MAGURA,Non Govt.,118006,ALOKDIA
705,BONAGATI DEGREE COLLEGE,MAGURA,Non Govt.,118124,BUNAGATI
706,ARPARA COLLEGE,MAGURA,Non Govt.,118123,ARPARA
707,Non Govt.AZIR AHMED COLLEGE,MAGURA,Non Govt.,118002,BEROIL POLITA
708,MAGURA ADARSHA COLLEGE,MAGURA,Non Govt.,118005,ADARSHAPARA
709,KAZI SALIMA HAQUE MAHILA COLLEGE,MAGURA,Non Govt.,118063,MOHAMMADPUR
710,NAKOL SAMMILANY DEGREE COLLEGE,MAGURA,Non Govt.,118171,NAKOL
711,G. K. IDEAL DEGREE COLLEGE,MAGURA,Non Govt.,118173,"NAKOL, SREEPUR"
712,BINODPUR DEGREE COLLEGE,MAGURA,Non Govt.,118065,BINODPUR
713,MAGURA TEACHERS' TRAINING COLLEGE,MAGURA,Non Govt.,,"A.G Academy, M.R Road"
714,MAGURA LAW COLLEGE,MAGURA,Non Govt.,,a.g academy
715,DARIAPUR DEGREE COLLEGE,MAGURA,Non Govt.,118175,MALAYNAGAR
716,BIHARILAL SHIKDER GOVT. COLLEGE,MAGURA,Govt.,118125,"SINGRA, SHALIKHA"
717,MAGURA GOVT. MOHILA COLLEGE,MAGURA,Govt.,118004,MAGURA
718,BABUKHALI ARDARSHA COLLEGE,MAGURA,Non Govt.,118062,SULTUNSHI
719,JAGDAL SOMMILONY COLLEGE,MAGURA,Non Govt.,118001,MAGURA SADAR
720,HAZIPUR SHAMMILONI DEGREE COLLEGE,MAGURA,Non Govt.,118007,HAZIPUR
901,MEHERPUR GOVT. COLLEGE,MEHERPUR,Govt.,118342,MEHERPUR
902,MEHERPUR GOVT. MAHILA COLLEGE,MEHERPUR,Govt.,118343,MAHILA COLLEGE ROAD
903,MUJIBNAGAR DEGREE COLLEGE,MEHERPUR,Govt.,118283,DARIAPUR
904,GANGNI DEGREE COLLEGE,MEHERPUR,Non Govt.,118261,GANGNI
905,GANGNI MOHILA DEGREE COLLEGE,MEHERPUR,Non Govt.,118260,GANGNI
906,SOHIUDDIN DEGREE COLLEGE,MEHERPUR,Non Govt.,118339,KATHULI ROAD
907,TERAIL-JOREPUKURIA COLLEGE,MEHERPUR,Non Govt.,118256,TERAILJOREPUKURIA
908,KAZIPUR COLLEGE,MEHERPUR,Non Govt.,118258,KAZIPUR
909,A. R. B. COLLEGE,MEHERPUR,Non Govt.,118340,AMJHUPI
910,KARAMDI COLLEGE,MEHERPUR,Non Govt.,118262,"Gangni, Meherpur"
401,NARAIL GOVT. VICTORIA COLLEGE,NARAIL,Govt.,118527,RAANGONJ
402,ABDUL HAYEE COLLEGE,NARAIL,Non Govt.,118526,MOHISHKHOLA
403,GOVT. SHAHID ABDUS SALAM COLLEGE,NARAIL,Govt.,118385,"KALIA, NARAIL"
404,LOHAGARA GOVT. ADARSHA COLLEGE,NARAIL,Govt.,118437,LOHAGARA
405,MUNSHI MANIK MIAH COLLEGE,NARAIL,Non Govt.,118383,"BARDIA,"
406,NABOGANGA COLLEGE,NARAIL,Non Govt.,118438,LOHAGARA
407,LAKSHMIPASHA ADARSHA DEGREE WOMENS' COLLEGE,NARAIL,Non Govt.,118436,LAXMIPASHA
408,MIRZAPUR UNITED DEGREE COLLEGE,NARAIL,Non Govt.,118524,MIRZAPUR
409,S. M. A. AHAD COLLEGE,NARAIL,Non Govt.,118435,LAHURIA
410,MAIJPARA COLLEGE,NARAIL,Non Govt.,118530,MODHYIAPALI
411,MONORANJAN KAPURIA COLLEGE,NARAIL,Non Govt.,118382,CHANCHURI PURULIA
412,SM SULTAN BENGAL CHARUKALA MOHABIDYALAY,NARAIL,Non Govt.,137768,MACHIMDIA
413,NARAIL GOVT MOHILA COLLEGE,NARAIL,Govt.,,magura road
201,SATKHIRA GOVT. COLLEGE,SATKHIRA,Govt.,118906,RAZAR BAGAN
202,SATKHIRA DAY/NIGHT COLLEGE,SATKHIRA,Non Govt.,118908,SATKHIRA
203,SATKHIRA CITY COLLEGE,SATKHIRA,Non Govt.,118912,RASULPUR
204,SATKHIRA GOVT. MAHILA COLLEGE,SATKHIRA,Govt.,118910,SATKHIRA
205,KUMIRA MAHILA DEGREE COLLEGE,SATKHIRA,Non Govt.,119102,"KUMIRA, TALA"
206,ASSASUNI GOVERNMENT COLLEGE,SATKHIRA,Govt.,118609,ASSASUNI
207,SHAYMNAGAR GOVT. MOHSIN COLLEGE,SATKHIRA,Govt.,118992,SHYAMNAGAR
208,KALIGANJ GOVT. COLLEGE,SATKHIRA,Govt.,118793,BAZARGRAM RAHIMPUR
209,KOLAROA GOVT. COLLEGE,SATKHIRA,Govt.,118730,KALAROA
210,GOVT. KHAN BAHADUR AHSANULLAH COLLEGE,SATKHIRA,Govt.,118642,"SAKHIPUR, DEBHATA"
211,TALA GOVT. COLLEGE,SATKHIRA,Govt.,119103,"TALA, SATKHIRA"
212,MUNSHIGONG COLLEGE,SATKHIRA,Non Govt.,118994,KADAMTALA
213,BHALUKA CHANDPUR ADRASHA DEGREE COLLEGE,SATKHIRA,Non Govt.,118902,BHALUKA CHANDPUR
214,SHIMANTA ADARSHA COLLEGE,SATKHIRA,Non Govt.,118914,BHARUKHALI
215,RAHIMA EZAHAR MEMORIAL B. ED. COLLEGE,SATKHIRA,Non Govt.,,"tala, satkhira"
216,NALTA AHSANIA MISSION RESIDENTIAL COLLEGE,SATKHIRA,Non Govt.,118795,NALTA MOBARAK NOGOR
217,SUNDERBAN SCIENCE AND BUSINESS COLLEGE,SATKHIRA,Non Govt.,,MUNSHIPARA
218,BANGABONDHU MOHILA COLLEGE,SATKHIRA,Non Govt.,118728,KALAROA
219,KAZIRHAT COLLEGE,SATKHIRA,Non Govt.,118726,KAZIRHAT
220,SHALIKHA COLLEGE,SATKHIRA,Non Govt.,119106,HARIHORNAGAR
236,SHEIKH AMANULLAH DEGREE COLLEGE,SATKHIRA,Non Govt.,118729,KALAROA
237,SHAHID SMRITI COLLEGE,SATKHIRA,Non Govt.,118911,BANSDAHA
238,ROKEYA MANSUR MAHILA COLLEGE,SATKHIRA,Non Govt.,118794,KALIGONJ
239,SHAMNAGAR ATARJAN MOHILA COLLEGE,SATKHIRA,Non Govt.,119893,NAKIPUR
240,TALA MOHILA COLLEGE,SATKHIRA,Non Govt.,119105,TALA
241,HAJI KEYAMUDDIN MEMORIAL MOHILA COLLEGE,SATKHIRA,Non Govt.,118641,SAKHIPUR
242,KATUNIA RAJBARI COLLEGE,SATKHIRA,Non Govt.,118792,"PIRGAZON, KALIGONJ"
243,SHAHEED MUKTIJODHYA MAHABIDYALYA,SATKHIRA,Non Govt.,119107,TALA
244,Non Govt.AWABENKI COLLEGE,SATKHIRA,Non Govt.,118991,NOWABENKI
245,SAFURANNESSA MOHILA COLLEGE,SATKHIRA,Non Govt.,118909,BANKAL
246,SATKHIRA LAW COLLEGE,SATKHIRA,Non Govt.,,SULTANPUR
247,"KALARUA SHIKKHAK PROSHIKHAN COLLEGE, KALARUA",SATKHIRA,Non Govt.,,kalarua
249,A. P. S. MAHABIDDALOY,SATKHIRA,Non Govt.,118608,NAKNA
250,SUNDARBON SHIKKHOK PROSHIKHAN COLLEGE,SATKHIRA,Non Govt.,,MONSHIPARA
251,KALARUA PHYSICAL EDUCATION COLLEGE,SATKHIRA,Non Govt.,,Kalrua
252,"ADVOCATE ABDUR RAHMAN COLLEGE, BINERPOTA",SATKHIRA,Non Govt.,118907,BENERPOTA
253,KAZI ALAUDDIN DEGREE COLLEGE,SATKHIRA,Non Govt.,118797,"ZAFARPUR, TARALI"
254,DEBHATA COLLEGE,SATKHIRA,Non Govt.,118643,DEBHATA
255,JHAUDANGA COLLEGE,SATKHIRA,Non Govt.,118904,JHAUDANGA
256,HAZI WAZED ALI TEACHERS' TRAINING COLLEGE,SATKHIRA,Non Govt.,,sultanpur
257,ASSASUNI MOHILLA COLLEGE,SATKHIRA,Non Govt.,118610,ASSASUNI
258,PATKELGHAT HARUN-OR-RASHID COLLEGE,SATKHIRA,Non Govt.,119104,PATKELGHATA
259,SHUVASHINI DEGREE COLLEGE,SATKHIRA,Non Govt.,119108,SHUVASHINI
260,HAZI NASIRUDDIN COLLEGE,SATKHIRA,Non Govt.,118727,"SALIMPUR, KALAROA"
261,SONAR BANGLA COLLEGE,SATKHIRA,Non Govt.,118731,"SONABARIA, KALAROA"
262,SHAHEED ZIAUR RAHMAN DEGREE COLLEGE,SATKHIRA,Non Govt.,119109,TIKARAMPUR
263,BEGUM KHALEDA ZIA COLLEGE,SATKHIRA,Non Govt.,118733,DHANDIA
264,BOALIA MUKTIJODDAH COLLEGE,SATKHIRA,Non Govt.,132052,"BOALIA, Kalaroa"
265,DRM UNITED IDEAL COLLEGE,SATKHIRA,Non Govt.,118796,"Kaliganj, Satkhira"
266,SUNDARBAN COLLEGE OF TECHNOLOGY,SATKHIRA,Non Govt.,,Satkhira
267,COLLEGE OF EDUCATION,SATKHIRA,Non Govt.,,SATKHIRA SADAR
268,CHANDANPUR UNITED COLLEGE,SATKHIRA,Non Govt.,118732,SATKHIRA
1601,BARGUNA GOVT. COLLEGE,BARGUNA,Govt.,100241,BARGUNA
1602,SYED FAZLUL HAQUE DEGREE COLLEGE,BARGUNA,Non Govt.,100344,"LEMUA, PATHARGHATA"
1603,BARGUNA GOVT. MAHILA COLLEGE,BARGUNA,Govt.,100242,MAHILA COLLEGE ROAD
1604,BETAGI GOVT. DEGREE COLLEGE,BARGUNA,Govt.,100296,BETAGI POURASAVA
1605,GOVT. BAMNA COLLEGE,BARGUNA,Govt.,100143,SAFIPUR
1606,AMTALI GOVT. COLLEGE,BARGUNA,Govt.,100112,"AMTALI, BARGUNA"
1607,TALTALI DEGREE COLLEGE,BARGUNA,Govt.,100110,TALITALI
1608,BEGUM FAIZUNNESSA MOHILA DEGREE COLLEGE,BARGUNA,Non Govt.,100142,"KALAGASIA, BAMNA"
1609,LALMIA TEACHERS' TRAINING COLLEGE,BARGUNA,Non Govt.,133845,"College Road, Bagura Sadar"
1610,EUNUS ALI KHAN COLLEGE,BARGUNA,Non Govt.,100111,KALIBARI
1611,PATHARGHATA COLLEGE,BARGUNA,Non Govt.,100346,PATHARGHATA CITY CORPORATION
1612,H. S. S. LAW COLLEGE,BARGUNA,Non Govt.,,"Sadar, Barguna"
1613,HALTA DAWATALA WAZED ALI KHAN COLLEGE,BARGUNA,Non Govt.,100141,"HALTA,"
1614,BAKULNESSA MOHILA DEGREE COLLEGE,BARGUNA,Non Govt.,100113,AMTALI
1615,GOVT. HAZI JALAL UDDIN MOHILA COLLEGE,BARGUNA,Govt.,100345,PATHARGHATA
1616,CHANDKHALI MOSHARROF HOSSAIN COLLEGE,BARGUNA,Non Govt.,100295,BARGUNA
1101,GOVT. B. M. COLLEGE,BARISAL,Govt.,100875,BARISAL SADAR
1102,AMRITLAL DEY COLLEGE,BARISAL,Non Govt.,100874,AMRITA LAL DEY SARAK
1103,SYED BAZLUL HAQUE COLLEGE,BARISAL,Non Govt.,100659,"BAISARI, BANARIPARA"
1104,HAJI TAHERUDDIN ISLAMIA COLLEGE,BARISAL,Non Govt.,101102,"BHABANIPUR, WAZIRPUR"
1105,BARISAL CITY COLLEGE,BARISAL,Non Govt.,100870,SADAR ROAD
1106,ISLAMIA COLLEGE,BARISAL,Non Govt.,100868,AMANATGONJ
1107,BARISAL GOVT. MAHILA COLLEGE,BARISAL,Govt.,100877,AGARPUR ROAD
1108,BEGUM TOFAZZAL HOSSAIN MANIK MIAH MAHILA COLLEGE,BARISAL,Non Govt.,100873,SOUTH ALEKANDA
1109,BARISAL GOVT. COLLEGE,BARISAL,Govt.,100867,KALIBARI ROAD
1110,GOVT. SYED HATEM ALI COLLEGE,BARISAL,Govt.,100876,Barisal
1111,GOVT. BAKERGONJ COLLEGE,BARISAL,Govt.,100591,SAHEBGONJ
1112,SYED AFSAR ALI COLLEGE,BARISAL,Non Govt.,100589,MOHESHPUR
1113,GOURNADI GOVT. COLLEGE,BARISAL,Govt.,100703,"GOURNADI, BARISAL"
1114,GOVT. PATARHAT ROSHIC CHANDRA COLLEGE,BARISAL,Govt.,100949,MAHENDIGONJ
1115,FUZLUL HUQ GOVT. COLLEGE,BARISAL,Govt.,101710,CHAKHAR
1116,BANARIPARA COLLEGE,BARISAL,Non Govt.,100657,BANARIPARA
1117,"ABUL KALAM COLLEGE, RAKUDIA",BARISAL,Govt.,100442,BABUGONJ
1118,KALASHKATHI COLLEGE,BARISAL,Non Govt.,100590,"KALASKATHI, BAKERGONJ"
1119,HAZRAT ALI COLLEGE,BARISAL,Non Govt.,100592,KAMAR KHALI
1120,MULADI GOVT. COLLEGE,BARISAL,Govt.,101013,"MULADI, BARISAL"
1121,GOVT. HIZLA COLLEGE,BARISAL,Govt.,100736,
1122,GOVT. SHAHEED ABDUR ROB SERNIABAT DEGREE COLLEGE,BARISAL,Govt.,100382,AGAILJHARA
1123,UJIRPUR AL HAJ B. N. KHAN COLLEGE,BARISAL,Non Govt.,101099,UJIRPUR
1124,DHAMURA COLLEGE,BARISAL,Non Govt.,101098,DHAMURA
1125,"GOVT. SHER-E-BANGLA DEGREE COLLEGE, SHIKARPUR",BARISAL,Govt.,101101,"SHIKERPUR, WAZIRPUR"
1126,"BABUGANJ DEGREE COLLEGE, BABUGANJ",BARISAL,Non Govt.,100441,BABUGANJ
1127,AGARPUR COLLEGE,BARISAL,Non Govt.,100440,"AGARPUR, BABUGONJ"
1128,SHAHID ZIAUR RAHMAN COLLEGE,BARISAL,Non Govt.,100878,SHAHEBERHAT
1129,NAZIRPUR UNITED COLLEGE,BARISAL,Non Govt.,101015,NAZIRPUR
1130,CHARKALEKHAN ADARSHA COLLEGE,BARISAL,Non Govt.,101014,CHARKALEKHAN
1131,ULANIA MUZAFFAR KHAN COLLEGE,BARISAL,Non Govt.,100951,MAHENDIGONJ
1132,C. N. B. COLLEGE,BARISAL,Non Govt.,100593,NIAMATI
1133,MAHILARA COLLEGE,BARISAL,Non Govt.,100706,"MAHILARA, GOURNADI"
1134,SHAHID SMARANIKA DEGREE COLLEGE,BARISAL,Non Govt.,101095,MUNSIR TALLUK
1135,BARAKOTHA UNION DEGREE COLLEGE,BARISAL,Non Govt.,101104,CHOWDHURIR HAT
1136,GUTHIA IDEAL COLLEGE,BARISAL,Non Govt.,101096,GUTHIA
1137,SHAHID ABDUR RAB SERNIABAT LAW COLLEGE,BARISAL,Non Govt.,,HOSPITAL ROAD
1138,BEGUM SAMSUDDIN TALUKDER COLLEGE,BARISAL,Non Govt.,100596,"CHARADI, RANIRHAT, BAKERGONJ"
1139,COLLEGE OF EDUCATION (B. ED.),BARISAL,Non Govt.,,barisal-sadar
1140,GOVT. SHAHID ABDUR ROUB SERNIABAD TEACHERS' TRAINING COLLEGE,BARISAL,Govt.,,"kashipur, p. s-barisal sadar"
1141,COLLEGE OF EDUCATION (B. P. ED.),BARISAL,Non Govt.,,UTTAR AMANATGANJ
1142,INSTITUTE OF LIBRARY AND INFORMATION SCIENCE,BARISAL,Non Govt.,,SOUTH ALEKANDA BARISAL
1143,SYED AZIZUL HAQUE COLLEGE,BARISAL,Non Govt.,101097,KESABKATI
1144,BARISAL INSTITUTE OF INFORMATION TECHNOLOGY (BIIT),BARISAL,Non Govt.,,B ROAD BARISAL
1145,HELALUDDIN AHMMOD COLLEGE,BARISAL,Non Govt.,100594,KAKARDHA
1146,MAHENDIGONJ MOHILA MOHABIDHALAY,BARISAL,Non Govt.,100948,MEHENDIGONJ
1147,BARTHI DEGREE COLLEGE,BARISAL,Non Govt.,100705,BARTHI
1148,M. A. MALEK DEGREE COLLEGE,BARISAL,Non Govt.,100595,CHHOTO RAGHUNATHPUR
1149,GOVT. PHYSICAL EDUCATION COLLEGE,BARISAL,Govt.,,"Sadar, barisal"
1150,BISHARKANDI SHER-E-BANGLA DEGREE COLLEGE,BARISAL,Non Govt.,100656,BISHARKANDI
1151,ARIF MAHMUD COLLEGE,BARISAL,Non Govt.,101017,CHARCOMISONAR
1152,ATAHAR UDDIN HOWLADER DEGREE COLLEGE,BARISAL,Non Govt.,100588,"BALAYKATHI, BADALPARA"
1153,UJIRPUR MOHILA COLLEGE,BARISAL,Non Govt.,101100,UJIRPUR
1154,AKOTA DEGREE COLLEGE,BARISAL,Non Govt.,100950,SONTOSHPUR
1155,NIZAMUDDIN DEGREE COLLEGE,BARISAL,Non Govt.,100704,HOSNABAD
1156,BARISAL INFORMATION TECHNOLOGY COLLEGE (BITC),BARISAL,Non Govt.,137735,NABOGRAM ROAD
1157,KABAI UNION ISLAMIA COLLEGE,BARISAL,Non Govt.,100598,POST: LUXMIPASHA
1158,HAZI SYED BODRUL HOSSAIN COLLEGE,BARISAL,Non Govt.,101018,"Sapipur, Muladi"
1159,ABDUR RAB SERNIABAT GOVT. COLLEGE,BARISAL,Govt.,100869,
1160,PURBO HOSNABAD MOHABIDDALAYA,BARISAL,Non Govt.,101016,"GACHHUA, MULADI"
1401,BHOLA GOVT. COLLEGE,BHOLA,Govt.,101205,BHOLA SADAR
1402,NAZIUR RAHMAN COLLEGE,BHOLA,Non Govt.,101208,PARANGONJ
1403,TAZUMUDDIN GOVT. COLLEGE,BHOLA,Govt.,101621,HATSHOSHIGONG
1404,GOVT. SHEIKH FAZILATUNNESA MOHILA COLLEGE,BHOLA,Govt.,101207,GAZIPUR ROAD
1405,DAULATKHAN GOVT. ABU ABDULLAH COLLEGE,BHOLA,Govt.,101486,DAULATKHAN POUROSOVA
1406,GOVT. ABDUL JABBAR COLLEGE,BHOLA,Govt.,101294,BORHANUDDIN
1407,CHARFASSION GOVT. COLLEGE,BHOLA,Govt.,101439,CHARFASSON POURASHAVA
